,Longitude,Latitude,Rank,Officer Gender,Officer Race,Years of SPD Service,Number of Rounds,Subject Gender,Subject Race,Subject Weapon,Fatal,On-duty,Disposition,Disciplined,Key Phrase,Sentiment,Negativity
57,-122.3463112,47.61915026,Officer,0,White,11,Multiple,0,Black or African American,1,0,1,1,No,"['patrol officers', 'bicycle officers', 'subject climbing', 'damaged vehicle', 'uniformed Seattle Police Officers riding Department', 'parking lot', 'Seattle Center', 'emphasis patrol', 'bicycles', 'block of Taylor Avenue North', 'Investigation of Assault', 'King County Jail', 'Bumbershoot Music Festival', 'SUV', 'high rate of speed', 'assistance', 'officer fear', 'shattered window', 'custody', 'foot']","{'positive': 0.0, 'neutral': 0.0, 'negative': 1.0}",1
58,-122.2540558,47.50637825,Officer,1,White,19,2,0,Black or African American,1,1,1,1,No,"['uniformed officers', 'house', 'Seattle Police', 'subject’s alarm company', 'suspicious circumstances', 'medical emergency', 'block of South Bangor', 'Department', 'possible prowler', 'dead', 'scene', 'home', 'handgun']","{'positive': 0.0, 'neutral': 0.0, 'negative': 1.0}",1
59,-122.2540558,47.50637825,Officer,0,White,7,3,0,Black or African American,1,1,1,1,No,"['uniformed officers', 'house', 'Seattle Police', 'subject’s alarm company', 'suspicious circumstances', 'medical emergency', 'block of South Bangor', 'Department', 'possible prowler', 'dead', 'scene', 'home', 'handgun']","{'positive': 0.0, 'neutral': 0.0, 'negative': 1.0}",1
60,-122.3309066,47.62871327,Officer,0,White,16,7,0,Black or African American,1,0,1,1,No,"['Officers', 'subject commands', 'Seattle Police vehicle', 'block of Fairview Avenue east', 'Unlawful Possession', 'exiting crowds', 'bar', 'bail Department of Corrections bench warrant', 'King County Jail', 'uniformed gang detectives', 'parking lot', 'shots', 'clothing', 'Harborview Medical Center', 'handgun', 'custody', 'weapon', 'subject’s gunshot wounds', 'Firearm', 'officer’s', 'scene']","{'positive': 0.0, 'neutral': 0.03, 'negative': 0.97}",0.97
61,-122.3309066,47.62871327,Officer,0,White,14,9,0,Black or African American,1,0,1,1,No,"['Officers', 'subject commands', 'Seattle Police vehicle', 'block of Fairview Avenue east', 'Unlawful Possession', 'exiting crowds', 'bar', 'bail Department of Corrections bench warrant', 'King County Jail', 'uniformed gang detectives', 'parking lot', 'shots', 'clothing', 'Harborview Medical Center', 'handgun', 'custody', 'weapon', 'subject’s gunshot wounds', 'Firearm', 'officer’s', 'scene']","{'positive': 0.0, 'neutral': 0.03, 'negative': 0.97}",0.97
62,-122.2994629,47.60800236,Officer,0,Black,4,14,0,Black or African American,1,1,1,-1,Missing,"['subject', 'bar', 'officers', 'Harborview Medical Center', 'non-life threatening injuries', 'block of East Cherry Street', 'witnesses', 'victims', 'dead', 'scene', 'handgun', 'people', 'suspect']","{'positive': 0.0, 'neutral': 0.0, 'negative': 1.0}",1
63,-122.362021,47.70296205,Officer,0,White,5,Multiple,0,Native American,1,1,1,-1,Missing,"['subject', 'officers', 'house', 'metal bar', 'head', 'apparent assault attempt', 'possible Domestic Violence hostage', 'knife', 'Harborview Medical Center', 'foot pursuit', 'son', 'Taser', 'father’s throat', 'block', 'safety', 'dialogue', 'success', 'dead', 'custody']","{'positive': 0.17, 'neutral': 0.0, 'negative': 0.83}",0.83
64,-122.362021,47.70296205,Officer,0,White,5,Multiple,0,Native American,1,1,1,-1,Missing,"['subject', 'officers', 'house', 'metal bar', 'head', 'apparent assault attempt', 'possible Domestic Violence hostage', 'knife', 'Harborview Medical Center', 'foot pursuit', 'son', 'Taser', 'father’s throat', 'block', 'safety', 'dialogue', 'success', 'dead', 'custody']","{'positive': 0.17, 'neutral': 0.0, 'negative': 0.83}",0.83
65,-122.362021,47.70296205,Officer,0,White,6,Multiple,0,Native American,1,1,1,-1,Missing,"['subject', 'officers', 'house', 'metal bar', 'head', 'apparent assault attempt', 'possible Domestic Violence hostage', 'knife', 'Harborview Medical Center', 'foot pursuit', 'son', 'Taser', 'father’s throat', 'block', 'safety', 'dialogue', 'success', 'dead', 'custody']","{'positive': 0.17, 'neutral': 0.0, 'negative': 0.83}",0.83
66,-122.4038965,47.64245557,Officer,0,Black,26,1,0,White,1,0,1,1,No,"['subject commands', 'uniformed patrol officers', 'large kitchen knife', 'street', 'marked Seattle Police Department vehicles', 'scene', 'Harborview Medical Center', 'block', 'medics', 'West', 'abdomen', 'Assault']","{'positive': 0.03, 'neutral': 0.17, 'negative': 0.8}",0.8
67,-122.3267269,47.61886279,Officer,0,White,19,1,0,White,1,1,1,-1,Missing,"['SWAT officers', 'subject continuing threats', 'apartment', 'duty patrol officers', 'handgun', 'scene', 'reports', 'HNT', 'Hostage Negotiation Team', 'hours', 'building walking', 'shots', 'round', 'subject’s floor', 'dead', 'suspect', 'Negotiations']","{'positive': 0.0, 'neutral': 0.03, 'negative': 0.97}",0.97
68,-122.3267269,47.61886279,Officer,0,White,17,3,0,White,1,1,1,-1,Missing,"['SWAT officers', 'subject continuing threats', 'apartment', 'duty patrol officers', 'handgun', 'scene', 'reports', 'HNT', 'Hostage Negotiation Team', 'hours', 'building walking', 'shots', 'round', 'subject’s floor', 'dead', 'suspect', 'Negotiations']","{'positive': 0.0, 'neutral': 0.03, 'negative': 0.97}",0.97
69,-122.3364302,47.60825971,Officer,0,White,9,Multiple,0,Black or African American,1,1,1,-1,Missing,"['subject', 'Metro Operator', 'King County Metro bus', 'bus fare', 'Harborview Medical Center', 'Officers', 'duty units', 'duty backup', 'secondary employment posts', 'responding marked patrol car', 'dispute', 'block', 'incident', 'payment', 'foot', 'scene', 'rounds', 'firearm', 'wounds']","{'positive': 0.01, 'neutral': 0.05, 'negative': 0.94}",0.94
70,-122.3364302,47.60825971,Officer,0,White,4,Multiple,0,Black or African American,1,1,1,-1,Missing,"['subject', 'Metro Operator', 'King County Metro bus', 'bus fare', 'Harborview Medical Center', 'Officers', 'duty units', 'duty backup', 'secondary employment posts', 'responding marked patrol car', 'dispute', 'block', 'incident', 'payment', 'foot', 'scene', 'rounds', 'firearm', 'wounds']","{'positive': 0.01, 'neutral': 0.05, 'negative': 0.94}",0.94
71,-122.3364302,47.60825971,Officer,0,White,24,Multiple,0,Black or African American,1,1,1,-1,Missing,"['subject', 'Metro Operator', 'King County Metro bus', 'bus fare', 'Harborview Medical Center', 'Officers', 'duty units', 'duty backup', 'secondary employment posts', 'responding marked patrol car', 'dispute', 'block', 'incident', 'payment', 'foot', 'scene', 'rounds', 'firearm', 'wounds']","{'positive': 0.01, 'neutral': 0.05, 'negative': 0.94}",0.94
72,-122.3364302,47.60825971,Officer,0,White,14,Multiple,0,Black or African American,1,1,1,-1,Missing,"['subject', 'Metro Operator', 'King County Metro bus', 'bus fare', 'Harborview Medical Center', 'Officers', 'duty units', 'duty backup', 'secondary employment posts', 'responding marked patrol car', 'dispute', 'block', 'incident', 'payment', 'foot', 'scene', 'rounds', 'firearm', 'wounds']","{'positive': 0.01, 'neutral': 0.05, 'negative': 0.94}",0.94
73,-122.3448961,47.71717447,Officer,0,White,2,1,1,Black or African American,0,0,1,0,Yes,"['subject commands', 'duty Officer', 'officer reports', 'involved officer', 'officers', 'scene', 'block of Aurora', 'outstanding felony', 'marked Seattle Police Department vehicle', 'Snohomish County Jail', 'medics', 'hands', 'assault', 'misdemeanor warrants', 'Harborview Medical Center', 'discharge', 'officer’s weapon', 'subjects verbal orders', 'North', 'parking', 'blocks', 'vehicles']","{'positive': 0.01, 'neutral': 0.11, 'negative': 0.88}",0.88
74,-122.3025235,47.61968904,Officer,0,White,2,2,0,White,1,1,1,1,No,"['male subject', 'subject leave', 'patrol officers', 'patrol rifle', 'responding officers', 'round', 'building', 'hallway window', 'duty officer', 'shots', 'Block', 'dead', 'scene', 'arriving', 'cover', 'East', 'safety', 'Medics']","{'positive': 0.0, 'neutral': 0.0, 'negative': 1.0}",1
75,-122.3462945,47.61177027,Officer,0,White,18,2,0,Black or African American,1,0,1,1,No,"['subject', 'officers', 'gun', 'hand', 'Seattle Police vehicle', 'Harborview Medical Center', 'non-life threatening injuries', 'bar', 'subdued markings', 'Degree Assault', 'possible disturbance', 'King County Jail', 'alley', 'witness', 'Blanchard', 'DWI', 'blocks', 'area', 'firearm', 'rounds', 'commands', 'custody', 'position', 'male', 'weapon']","{'positive': 0.0, 'neutral': 0.08, 'negative': 0.92}",0.92
76,-122.334203,47.57557558,Officer,0,Asian/Pacific Islander,8,3,0,White,1,1,1,1,No,"['officers', 'subject commands', 'weapon', 'South Hanford Street', 'Ave South', 'vehicles', 'pedestrians', 'officer Seattle Police vehicle', 'short distance', 'Harborview Medical Center', 'gun', 'patrol rifle', 'officer’s', 'bar', 'dead']","{'positive': 0.0, 'neutral': 0.13, 'negative': 0.87}",0.87
77,-122.2825726,47.6182778,Detective,0,White,15,Multiple,0,White,1,1,1,1,No,"['subject', 'Seattle Police Detective', 'Seattle Police badge', 'Seattle Police personnel', 'police markings', 'East John', 'East Madison', 'Avenue East', 'large knife', 'external ballistic vest carrier', 'Wells Fargo Bank', 'backyard', 'area', 'rifle', 'nearby residence', 'surrounding residential neighborhood', 'multiple times', 'dead', 'scene', 'ground']","{'positive': 0.0, 'neutral': 0.0, 'negative': 1.0}",1
78,-122.304107,47.54472361,Officer,0,Hispanic/Latino,6,Multiple,0,White,1,1,1,1,No,"['vehicle', 'subject', 'Swift Avenue South', 'South Eddy', 'WSP air unit', 'WSP Troopers', 'South Albro Place', 'multiple Seattle Police Patrol Officers', 'Seattle City limits', 'lead officer', 'air resources', 'driver', 'firearm', 'Washington State Patrol', 'high-speed pursuit', 'minutes', 'foot', 'residence', 'area', 'excess', 'safety', 'residential neighborhood', 'detached shed', 'law enforcement', 'building', 'miles', 'hour', 'female occupant', 'dead', 'scene', 'Interstate', 'gun', 'Pierce County', 'hands', 'times']","{'positive': 0.13, 'neutral': 0.07, 'negative': 0.8}",0.8
79,-122.2828693,47.5670522,Officer,0,White,9,2,0,Black or African American,0,0,1,1,No,"['garage adjacent', 'roof', 'custody', 'multiple subjects', 'Seattle Police Patrol Officers', 'wound', 'slide bite', 'report', 'subjects’ index finger', 'block', 'residential burglary', 'Avenue South', 'vegetation', 'arrival', 'home', 'Harborview Medical Center', 'abdomen', 'structure', 'over-growth', 'progress', 'residence', 'physical altercation', 'rounds', 'incident', 'fence', 'firearm', 'attempt', 'minutes', 'ground']","{'positive': 0.14, 'neutral': 0.17, 'negative': 0.69}",0.69
80,-122.334351,47.64563,Officer,0,Asian/Pacific Islander,6,Multiple,0,White,1,1,1,1,No,"['subject', 'Seattle Police Patrol Officers', 'CIT officer', 'Patrol Sergeant', 'private security officer', 'area of Gas Works Park', 'Taser deployments', 'jagged edge weapon', 'additional Crisis Intervention', 'unrelated domestic violence', 'Harborview Medical Center', 'period of time', 'transient male', 'glass bottle', 'dead', 'multiple times', 'plan', 'hand', 'contact']","{'positive': 0.01, 'neutral': 0.07, 'negative': 0.92}",0.92
81,-122.334351,47.64563,Officer,0,White,13,Multiple,0,White,1,1,1,1,No,"['subject', 'Seattle Police Patrol Officers', 'CIT officer', 'Patrol Sergeant', 'private security officer', 'area of Gas Works Park', 'Taser deployments', 'jagged edge weapon', 'additional Crisis Intervention', 'unrelated domestic violence', 'Harborview Medical Center', 'period of time', 'transient male', 'glass bottle', 'dead', 'multiple times', 'plan', 'hand', 'contact']","{'positive': 0.01, 'neutral': 0.07, 'negative': 0.92}",0.92
82,-122.3611792,47.62873028,Officer,0,White,10,Multiple,0,White,1,1,1,1,No,"['subject', 'additional officers', 'Seattle Police Patrol Officers', 'home', 'residence', 'patrol rifles', 'additional gunshot', 'Tactics team', 'shooting position', 'position of cover', 'Special Weapons', 'positions', 'block of West Prospect', 'suspect', 'area', 'probable cause', 'domestic violence', 'day', 'doorway', 'multiple firearms', 'Sergeant', 'report of shots', 'initial exchange', 'hostage negotiator', 'deceased', 'house', 'case', 'calls']","{'positive': 0.0, 'neutral': 0.04, 'negative': 0.96}",0.96
83,-122.3611792,47.62873028,Officer,0,White,25,Multiple,0,White,1,1,1,1,No,"['subject', 'additional officers', 'Seattle Police Patrol Officers', 'home', 'residence', 'patrol rifles', 'additional gunshot', 'Tactics team', 'shooting position', 'position of cover', 'Special Weapons', 'positions', 'block of West Prospect', 'suspect', 'area', 'probable cause', 'domestic violence', 'day', 'doorway', 'multiple firearms', 'Sergeant', 'report of shots', 'initial exchange', 'hostage negotiator', 'deceased', 'house', 'case', 'calls']","{'positive': 0.0, 'neutral': 0.04, 'negative': 0.96}",0.96
84,-122.3166652,47.6579168,Officer,1,White,22,1,0,White,1,0,1,1,No,"['subject', 'Tactics officers', 'Seattle Police Officers', 'Avenue Northeast', 'block of Roosevelt Way Northeast', 'knives', 'butcher knife', 'University of Washington Police Department', 'UWPD', 'report', 'lethal rounds', 'custody', 'agitated man', 'Special Weapons', 'single round', 'repeated commands', 'King County Jail', 'Pepper spray', 'suicidal comments', 'Taser', 'foot', 'surrender', 'negotiations']","{'positive': 0.01, 'neutral': 0.12, 'negative': 0.87}",0.87
85,-122.2794885,47.54511033,Officer,0,White,<1,3,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
86,-122.2794885,47.54511033,Officer,0,AI/AN,8,5,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
87,-122.2794885,47.54511033,Officer,1,White,7,2,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
88,-122.2794885,47.54511033,POLICE OFFICER,0,AI/AN,7,5,1,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
89,-122.2794885,47.54511033,POLICE OFFICER,1,White,7,2,1,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
90,-122.2794885,47.54511033,POLICE OFFICER,0,White,5,2,1,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
91,-122.2794885,47.54511033,POLICE OFFICER,1,White,7,2,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
92,-122.2794885,47.54511033,POLICE OFFICER,1,White,7,2,1,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
93,-122.2794885,47.54511033,POLICE OFFICER,0,AI/AN,7,5,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
94,-122.2794885,47.54511033,POLICE OFFICER,0,AI/AN,7,5,1,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
95,-122.2794885,47.54511033,POLICE OFFICER,0,White,5,2,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
96,-122.2794885,47.54511033,POLICE OFFICER,0,White,5,2,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
97,-122.2794885,47.54511033,POLICE OFFICER,0,AI/AN,7,5,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
98,-122.2794885,47.54511033,POLICE OFFICER,1,White,7,2,0,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
99,-122.2794885,47.54511033,POLICE OFFICER,0,White,5,2,1,Black or African American,0,0,1,0,No,"['OPA', 'Seattle Police Officers', 'street', 'discipline', 'shooting', 'Force Review Board', 'block of South Eddy', 'domestic violence report', 'distance', 'caliber handgun', ""Chief O'Toole"", 'defensive positions', 'gunshots', 'male subject', 'policy', 'area', 'occupants', 'vehicles', 'weapons', 'car']","{'positive': 0.13, 'neutral': 0.14, 'negative': 0.73}",0.73
100,-122.303624,47.67591,Officer,0,White,6,3,0,White,1,1,1,1,No,"['single subject', 'duty Seattle Police Officer', 'scene', 'marked patrol vehicle', 'dead', 'large knife', 'block of Ravenna Avenue NE', 'search', 'damage', 'smaller black hatchback', 'sedan', 'Interstate', 'medics', 'contact', 'minutes', 'officers', 'debris', 'bumper', 'description', 'gray Mazda']","{'positive': 0.0, 'neutral': 0.01, 'negative': 0.99}",0.99
101,-122.335784,47.605871,Officer,0,White,3,2,0,Black or African American,1,0,1,1,No,"['subject', 'firearm', 'scene', 'Harborview Medical Center', 'Seattle Police Patrol Officers', 'injuries', 'caller', 'doorway', 'block of Spring', 'duty security guard', 'commercial building', 'left index finger', 'handgun', 'custody', 'Beretta', 'commands']","{'positive': 0.04, 'neutral': 0.02, 'negative': 0.94}",0.94
102,-122.315678,47.700107,Officer,0,White,15,2,0,White,1,0,1,1,No,"['subject', 'knife', 'block of NE', 'scene', 'Harborview Medical Center', 'short distance', 'multiple times', 'injuries', 'Seattle Police Officers', 'intersection of Roosevelt Way NE', 'report', 'rounds', 'interrupted car prowl', ""officer's handgun"", 'Taser', 'escape', 'commands']","{'positive': 0.01, 'neutral': 0.07, 'negative': 0.92}",0.92
103,-122.290325,47.67759946,POLICE OFFICER,0,Hispanic or Latino,13,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
104,-122.290325,47.67759946,POLICE STUDENT OFFICER,0,White,1,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
105,-122.2928635,47.6612433,POLICE OFFICER,0,White,10,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
106,-122.290325,47.67759946,POLICE OFFICER,0,White,,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
107,-122.290325,47.67759946,POLICE OFFICER,1,White,7,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
108,-122.290325,47.67759946,POLICE OFFICER,0,White,21,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
109,-122.290325,47.67759946,POLICE OFFICER,0,White,21,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
110,-122.290325,47.67759946,POLICE LIEUTENANT,0,American Indian/Alaska Native,21,Multiple,0,White,1,1,1,1,No,"['PM', 'agitated male subject', 'officers', 'SWAT officer', 'Pursuit Intervention Technique', 'Avenue', 'PIT', 'attempts', 'area of NE', 'driver’s door', 'SWAT contact team', 'rifle multiple times', 'businesses', 'Blue Nose rounds', 'Seattle Police Communications Center', 'miles', 'vehicles', 'Pike Place Market', 'people', 'final attempt', 'ram', 'behavior', 'movement', 'Northlake Way', 'community members', 'Burke Gilman Trail', 'Bell', 'block of', 'weapons', 'pedestrian', 'interior', 'gunpoint', 'emergency calls', 'window', 'Blanchard', 'Revenna', 'total', 'View', 'course', 'carjacking', 'scene', 'caller', 'minutes', 'airbags']","{'positive': 0.04, 'neutral': 0.07, 'negative': 0.89}",0.89
